"block_id","period","month_index","year","month","car_thefts","water_leak_reports","protected_facility","adjacent_block","distance_band","commercial_area"
"B242","1994-12",12,1994,12,3,4,0,0,"other",1
"B242","1995-01",13,1995,1,2,2,0,0,"other",1
"B242","1995-02",14,1995,2,1,1,0,0,"other",1
"B242","1995-03",15,1995,3,3,0,0,0,"other",1
"B242","1995-04",16,1995,4,2,3,0,0,"other",1
"B242","1995-05",17,1995,5,3,1,0,0,"other",1
"B242","1995-06",18,1995,6,4,2,0,0,"other",1
"B243","1994-01",1,1994,1,1,2,0,0,"other",1
"B243","1994-02",2,1994,2,5,1,0,0,"other",1
"B243","1994-03",3,1994,3,4,4,0,0,"other",1
"B243","1994-04",4,1994,4,1,2,0,0,"other",1
"B243","1994-05",5,1994,5,2,4,0,0,"other",1
"B243","1994-06",6,1994,6,1,1,0,0,"other",1
"B243","1994-07",7,1994,7,2,2,0,0,"other",1
"B243","1994-08",8,1994,8,2,0,0,0,"other",1
"B243","1994-09",9,1994,9,4,0,0,0,"other",1
"B243","1994-10",10,1994,10,3,2,0,0,"other",1
"B243","1994-11",11,1994,11,2,2,0,0,"other",1
"B243","1994-12",12,1994,12,6,3,0,0,"other",1
"B243","1995-01",13,1995,1,1,2,0,0,"other",1
"B243","1995-02",14,1995,2,5,3,0,0,"other",1
"B243","1995-03",15,1995,3,0,4,0,0,"other",1
"B243","1995-04",16,1995,4,1,1,0,0,"other",1
"B243","1995-05",17,1995,5,2,2,0,0,"other",1
"B243","1995-06",18,1995,6,4,2,0,0,"other",1
"B244","1994-01",1,1994,1,0,2,0,0,"other",1
"B244","1994-02",2,1994,2,3,3,0,0,"other",1
"B244","1994-03",3,1994,3,1,4,0,0,"other",1
"B244","1994-04",4,1994,4,3,1,0,0,"other",1
"B244","1994-05",5,1994,5,7,0,0,0,"other",1
"B244","1994-06",6,1994,6,4,1,0,0,"other",1
"B244","1994-07",7,1994,7,4,1,0,0,"other",1
"B244","1994-08",8,1994,8,4,2,0,0,"other",1
"B244","1994-09",9,1994,9,5,1,0,0,"other",1
"B244","1994-10",10,1994,10,0,1,0,0,"other",1
"B244","1994-11",11,1994,11,1,2,0,0,"other",1
"B244","1994-12",12,1994,12,2,2,0,0,"other",1
"B244","1995-01",13,1995,1,1,0,0,0,"other",1
"B244","1995-02",14,1995,2,3,2,0,0,"other",1
"B244","1995-03",15,1995,3,3,2,0,0,"other",1
"B244","1995-04",16,1995,4,1,2,0,0,"other",1
"B244","1995-05",17,1995,5,1,4,0,0,"other",1
"B244","1995-06",18,1995,6,1,3,0,0,"other",1
"B245","1994-01",1,1994,1,2,2,0,0,"other",0
"B245","1994-02",2,1994,2,3,2,0,0,"other",0
"B245","1994-03",3,1994,3,1,1,0,0,"other",0
"B245","1994-04",4,1994,4,3,3,0,0,"other",0
"B245","1994-05",5,1994,5,1,1,0,0,"other",0
"B245","1994-06",6,1994,6,1,0,0,0,"other",0
"B245","1994-07",7,1994,7,1,1,0,0,"other",0
"B245","1994-08",8,1994,8,2,1,0,0,"other",0
"B245","1994-09",9,1994,9,0,0,0,0,"other",0
"B245","1994-10",10,1994,10,7,1,0,0,"other",0
"B245","1994-11",11,1994,11,1,0,0,0,"other",0
"B245","1994-12",12,1994,12,2,1,0,0,"other",0
"B245","1995-01",13,1995,1,3,1,0,0,"other",0
"B245","1995-02",14,1995,2,3,3,0,0,"other",0
"B245","1995-03",15,1995,3,6,3,0,0,"other",0
"B245","1995-04",16,1995,4,3,4,0,0,"other",0
"B245","1995-05",17,1995,5,3,2,0,0,"other",0
"B245","1995-06",18,1995,6,4,1,0,0,"other",0
"B246","1994-01",1,1994,1,0,1,0,0,"other",0
"B246","1994-02",2,1994,2,1,2,0,0,"other",0
"B246","1994-03",3,1994,3,1,1,0,0,"other",0
"B246","1994-04",4,1994,4,0,1,0,0,"other",0
"B246","1994-05",5,1994,5,1,0,0,0,"other",0
"B246","1994-06",6,1994,6,2,2,0,0,"other",0
"B246","1994-07",7,1994,7,1,6,0,0,"other",0
"B246","1994-08",8,1994,8,1,1,0,0,"other",0
"B246","1994-09",9,1994,9,4,1,0,0,"other",0
"B246","1994-10",10,1994,10,0,0,0,0,"other",0
"B246","1994-11",11,1994,11,5,1,0,0,"other",0
"B246","1994-12",12,1994,12,3,0,0,0,"other",0
"B246","1995-01",13,1995,1,5,0,0,0,"other",0
"B246","1995-02",14,1995,2,0,3,0,0,"other",0
"B246","1995-03",15,1995,3,2,1,0,0,"other",0
"B246","1995-04",16,1995,4,2,1,0,0,"other",0
"B246","1995-05",17,1995,5,3,2,0,0,"other",0
"B246","1995-06",18,1995,6,6,1,0,0,"other",0
"B247","1994-01",1,1994,1,2,3,0,0,"other",1
"B247","1994-02",2,1994,2,4,1,0,0,"other",1
"B247","1994-03",3,1994,3,1,0,0,0,"other",1
"B247","1994-04",4,1994,4,1,2,0,0,"other",1
"B247","1994-05",5,1994,5,3,2,0,0,"other",1
"B247","1994-06",6,1994,6,3,0,0,0,"other",1
"B247","1994-07",7,1994,7,3,2,0,0,"other",1
"B247","1994-08",8,1994,8,2,1,0,0,"other",1
"B247","1994-09",9,1994,9,1,2,0,0,"other",1
"B247","1994-10",10,1994,10,3,0,0,0,"other",1
"B247","1994-11",11,1994,11,2,1,0,0,"other",1
"B247","1994-12",12,1994,12,3,0,0,0,"other",1
"B247","1995-01",13,1995,1,3,0,0,0,"other",1
"B247","1995-02",14,1995,2,0,0,0,0,"other",1
"B247","1995-03",15,1995,3,4,2,0,0,"other",1
"B247","1995-04",16,1995,4,3,4,0,0,"other",1
"B247","1995-05",17,1995,5,2,4,0,0,"other",1
"B247","1995-06",18,1995,6,0,1,0,0,"other",1
"B248","1994-01",1,1994,1,3,3,0,0,"other",1
"B248","1994-02",2,1994,2,3,1,0,0,"other",1
"B248","1994-03",3,1994,3,0,1,0,0,"other",1
"B248","1994-04",4,1994,4,4,4,0,0,"other",1
"B248","1994-05",5,1994,5,3,1,0,0,"other",1
"B248","1994-06",6,1994,6,1,2,0,0,"other",1
"B248","1994-07",7,1994,7,3,1,0,0,"other",1
"B248","1994-08",8,1994,8,3,0,0,0,"other",1
"B248","1994-09",9,1994,9,3,2,0,0,"other",1
"B248","1994-10",10,1994,10,4,2,0,0,"other",1
"B248","1994-11",11,1994,11,3,2,0,0,"other",1
"B248","1994-12",12,1994,12,3,3,0,0,"other",1
"B248","1995-01",13,1995,1,3,3,0,0,"other",1
"B248","1995-02",14,1995,2,2,0,0,0,"other",1
"B248","1995-03",15,1995,3,1,2,0,0,"other",1
"B248","1995-04",16,1995,4,6,0,0,0,"other",1
"B248","1995-05",17,1995,5,2,0,0,0,"other",1
"B248","1995-06",18,1995,6,2,4,0,0,"other",1
"B249","1994-01",1,1994,1,4,1,0,0,"other",1
"B249","1994-02",2,1994,2,5,0,0,0,"other",1
"B249","1994-03",3,1994,3,5,3,0,0,"other",1
"B249","1994-04",4,1994,4,3,1,0,0,"other",1
"B249","1994-05",5,1994,5,3,1,0,0,"other",1
"B249","1994-06",6,1994,6,4,2,0,0,"other",1
"B249","1994-07",7,1994,7,3,0,0,0,"other",1
"B249","1994-08",8,1994,8,3,3,0,0,"other",1
"B249","1994-09",9,1994,9,5,5,0,0,"other",1
"B249","1994-10",10,1994,10,1,1,0,0,"other",1
"B249","1994-11",11,1994,11,1,1,0,0,"other",1
"B249","1994-12",12,1994,12,3,2,0,0,"other",1
"B249","1995-01",13,1995,1,0,1,0,0,"other",1
"B249","1995-02",14,1995,2,2,3,0,0,"other",1
"B249","1995-03",15,1995,3,4,4,0,0,"other",1
"B249","1995-04",16,1995,4,1,4,0,0,"other",1
"B249","1995-05",17,1995,5,1,2,0,0,"other",1
"B249","1995-06",18,1995,6,5,1,0,0,"other",1
"B250","1994-01",1,1994,1,0,0,0,0,"other",1
"B250","1994-02",2,1994,2,5,1,0,0,"other",1
"B250","1994-03",3,1994,3,5,2,0,0,"other",1
"B250","1994-04",4,1994,4,2,0,0,0,"other",1
"B250","1994-05",5,1994,5,1,0,0,0,"other",1
"B250","1994-06",6,1994,6,1,0,0,0,"other",1
"B250","1994-07",7,1994,7,5,0,0,0,"other",1
"B250","1994-08",8,1994,8,1,0,0,0,"other",1
"B250","1994-09",9,1994,9,1,3,0,0,"other",1
"B250","1994-10",10,1994,10,0,2,0,0,"other",1
"B250","1994-11",11,1994,11,2,1,0,0,"other",1
"B250","1994-12",12,1994,12,1,4,0,0,"other",1
"B250","1995-01",13,1995,1,2,1,0,0,"other",1
"B250","1995-02",14,1995,2,4,1,0,0,"other",1
"B250","1995-03",15,1995,3,2,0,0,0,"other",1
"B250","1995-04",16,1995,4,2,2,0,0,"other",1
"B250","1995-05",17,1995,5,2,3,0,0,"other",1
"B250","1995-06",18,1995,6,3,1,0,0,"other",1
"B251","1994-01",1,1994,1,3,1,0,0,"other",1
"B251","1994-02",2,1994,2,3,0,0,0,"other",1
"B251","1994-03",3,1994,3,3,3,0,0,"other",1
"B251","1994-04",4,1994,4,2,1,0,0,"other",1
"B251","1994-05",5,1994,5,2,0,0,0,"other",1
"B251","1994-06",6,1994,6,3,2,0,0,"other",1
"B251","1994-07",7,1994,7,4,1,0,0,"other",1
"B251","1994-08",8,1994,8,3,2,0,0,"other",1
"B251","1994-09",9,1994,9,3,2,0,0,"other",1
"B251","1994-10",10,1994,10,1,3,0,0,"other",1
"B251","1994-11",11,1994,11,1,1,0,0,"other",1
"B251","1994-12",12,1994,12,4,0,0,0,"other",1
"B251","1995-01",13,1995,1,1,4,0,0,"other",1
"B251","1995-02",14,1995,2,2,1,0,0,"other",1
"B251","1995-03",15,1995,3,5,2,0,0,"other",1
"B251","1995-04",16,1995,4,4,2,0,0,"other",1
"B251","1995-05",17,1995,5,4,1,0,0,"other",1
"B251","1995-06",18,1995,6,5,2,0,0,"other",1
"B252","1994-01",1,1994,1,3,1,0,0,"other",0
"B252","1994-02",2,1994,2,0,1,0,0,"other",0
"B252","1994-03",3,1994,3,2,2,0,0,"other",0
"B252","1994-04",4,1994,4,0,0,0,0,"other",0
"B252","1994-05",5,1994,5,3,1,0,0,"other",0
"B252","1994-06",6,1994,6,2,0,0,0,"other",0
"B252","1994-07",7,1994,7,2,0,0,0,"other",0
"B252","1994-08",8,1994,8,3,1,0,0,"other",0
"B252","1994-09",9,1994,9,0,1,0,0,"other",0
"B252","1994-10",10,1994,10,1,2,0,0,"other",0
"B252","1994-11",11,1994,11,1,0,0,0,"other",0
"B252","1994-12",12,1994,12,5,1,0,0,"other",0
"B252","1995-01",13,1995,1,2,0,0,0,"other",0
"B252","1995-02",14,1995,2,1,1,0,0,"other",0
"B252","1995-03",15,1995,3,0,2,0,0,"other",0
"B252","1995-04",16,1995,4,4,4,0,0,"other",0
"B252","1995-05",17,1995,5,3,1,0,0,"other",0
"B252","1995-06",18,1995,6,5,1,0,0,"other",0
"B253","1994-01",1,1994,1,1,0,0,0,"other",0
"B253","1994-02",2,1994,2,1,2,0,0,"other",0
"B253","1994-03",3,1994,3,2,2,0,0,"other",0
"B253","1994-04",4,1994,4,3,1,0,0,"other",0
"B253","1994-05",5,1994,5,0,1,0,0,"other",0
"B253","1994-06",6,1994,6,2,0,0,0,"other",0
"B253","1994-07",7,1994,7,1,1,0,0,"other",0
"B253","1994-08",8,1994,8,3,0,0,0,"other",0
"B253","1994-09",9,1994,9,1,2,0,0,"other",0
"B253","1994-10",10,1994,10,1,1,0,0,"other",0
"B253","1994-11",11,1994,11,2,1,0,0,"other",0
"B253","1994-12",12,1994,12,3,4,0,0,"other",0
"B253","1995-01",13,1995,1,1,2,0,0,"other",0
"B253","1995-02",14,1995,2,2,0,0,0,"other",0
"B253","1995-03",15,1995,3,2,2,0,0,"other",0
"B253","1995-04",16,1995,4,2,1,0,0,"other",0
"B253","1995-05",17,1995,5,2,1,0,0,"other",0
"B253","1995-06",18,1995,6,1,2,0,0,"other",0
"B254","1994-01",1,1994,1,5,0,0,0,"other",0
"B254","1994-02",2,1994,2,6,2,0,0,"other",0
"B254","1994-03",3,1994,3,3,4,0,0,"other",0
"B254","1994-04",4,1994,4,1,0,0,0,"other",0
"B254","1994-05",5,1994,5,3,1,0,0,"other",0
"B254","1994-06",6,1994,6,3,1,0,0,"other",0
"B254","1994-07",7,1994,7,2,0,0,0,"other",0
"B254","1994-08",8,1994,8,1,3,0,0,"other",0
"B254","1994-09",9,1994,9,2,0,0,0,"other",0
"B254","1994-10",10,1994,10,1,2,0,0,"other",0
"B254","1994-11",11,1994,11,1,1,0,0,"other",0
"B254","1994-12",12,1994,12,3,1,0,0,"other",0
"B254","1995-01",13,1995,1,3,1,0,0,"other",0
"B254","1995-02",14,1995,2,5,1,0,0,"other",0
"B254","1995-03",15,1995,3,3,3,0,0,"other",0
"B254","1995-04",16,1995,4,7,1,0,0,"other",0
"B254","1995-05",17,1995,5,5,3,0,0,"other",0
"B254","1995-06",18,1995,6,1,1,0,0,"other",0
"B255","1994-01",1,1994,1,3,2,0,0,"other",0
"B255","1994-02",2,1994,2,1,0,0,0,"other",0
"B255","1994-03",3,1994,3,4,3,0,0,"other",0
"B255","1994-04",4,1994,4,2,1,0,0,"other",0
"B255","1994-05",5,1994,5,2,1,0,0,"other",0
"B255","1994-06",6,1994,6,4,0,0,0,"other",0
"B255","1994-07",7,1994,7,1,0,0,0,"other",0
"B255","1994-08",8,1994,8,6,1,0,0,"other",0
"B255","1994-09",9,1994,9,3,2,0,0,"other",0
"B255","1994-10",10,1994,10,3,1,0,0,"other",0
"B255","1994-11",11,1994,11,3,2,0,0,"other",0
"B255","1994-12",12,1994,12,3,2,0,0,"other",0
"B255","1995-01",13,1995,1,2,0,0,0,"other",0
"B255","1995-02",14,1995,2,4,2,0,0,"other",0
"B255","1995-03",15,1995,3,7,1,0,0,"other",0
"B255","1995-04",16,1995,4,4,3,0,0,"other",0
"B255","1995-05",17,1995,5,3,1,0,0,"other",0
"B255","1995-06",18,1995,6,3,0,0,0,"other",0
"B256","1994-01",1,1994,1,1,1,0,0,"other",0
"B256","1994-02",2,1994,2,2,4,0,0,"other",0
"B256","1994-03",3,1994,3,0,3,0,0,"other",0
"B256","1994-04",4,1994,4,2,1,0,0,"other",0
"B256","1994-05",5,1994,5,2,2,0,0,"other",0
"B256","1994-06",6,1994,6,1,1,0,0,"other",0
"B256","1994-07",7,1994,7,2,1,0,0,"other",0
"B256","1994-08",8,1994,8,3,3,0,0,"other",0
"B256","1994-09",9,1994,9,5,4,0,0,"other",0
"B256","1994-10",10,1994,10,2,1,0,0,"other",0
"B256","1994-11",11,1994,11,2,2,0,0,"other",0
"B256","1994-12",12,1994,12,4,0,0,0,"other",0
"B256","1995-01",13,1995,1,2,3,0,0,"other",0
"B256","1995-02",14,1995,2,0,1,0,0,"other",0
"B256","1995-03",15,1995,3,5,1,0,0,"other",0
"B256","1995-04",16,1995,4,4,2,0,0,"other",0
"B256","1995-05",17,1995,5,1,1,0,0,"other",0
"B256","1995-06",18,1995,6,3,0,0,0,"other",0
"B257","1994-01",1,1994,1,2,1,0,0,"other",0
"B257","1994-02",2,1994,2,3,2,0,0,"other",0
"B257","1994-03",3,1994,3,5,1,0,0,"other",0
"B257","1994-04",4,1994,4,3,1,0,0,"other",0
"B257","1994-05",5,1994,5,1,2,0,0,"other",0
"B257","1994-06",6,1994,6,0,0,0,0,"other",0
"B257","1994-07",7,1994,7,1,0,0,0,"other",0
"B257","1994-08",8,1994,8,3,2,0,0,"other",0
"B257","1994-09",9,1994,9,0,1,0,0,"other",0
"B257","1994-10",10,1994,10,0,2,0,0,"other",0
"B257","1994-11",11,1994,11,0,3,0,0,"other",0
"B257","1994-12",12,1994,12,2,1,0,0,"other",0
"B257","1995-01",13,1995,1,1,0,0,0,"other",0
"B257","1995-02",14,1995,2,2,1,0,0,"other",0
"B257","1995-03",15,1995,3,1,0,0,0,"other",0
"B257","1995-04",16,1995,4,1,0,0,0,"other",0
"B257","1995-05",17,1995,5,1,1,0,0,"other",0
"B257","1995-06",18,1995,6,1,2,0,0,"other",0
"B258","1994-01",1,1994,1,1,2,0,0,"other",0
"B258","1994-02",2,1994,2,1,3,0,0,"other",0
"B258","1994-03",3,1994,3,3,1,0,0,"other",0
"B258","1994-04",4,1994,4,4,2,0,0,"other",0
"B258","1994-05",5,1994,5,4,1,0,0,"other",0
"B258","1994-06",6,1994,6,2,2,0,0,"other",0
"B258","1994-07",7,1994,7,2,1,0,0,"other",0
"B258","1994-08",8,1994,8,5,1,0,0,"other",0
"B258","1994-09",9,1994,9,2,0,0,0,"other",0
"B258","1994-10",10,1994,10,2,3,0,0,"other",0
"B258","1994-11",11,1994,11,2,2,0,0,"other",0
"B258","1994-12",12,1994,12,1,0,0,0,"other",0
"B258","1995-01",13,1995,1,5,4,0,0,"other",0
"B258","1995-02",14,1995,2,3,1,0,0,"other",0
"B258","1995-03",15,1995,3,5,3,0,0,"other",0
"B258","1995-04",16,1995,4,5,3,0,0,"other",0
"B258","1995-05",17,1995,5,3,1,0,0,"other",0
"B258","1995-06",18,1995,6,3,5,0,0,"other",0
"B259","1994-01",1,1994,1,2,0,0,0,"other",1
"B259","1994-02",2,1994,2,3,2,0,0,"other",1
"B259","1994-03",3,1994,3,1,0,0,0,"other",1
"B259","1994-04",4,1994,4,2,2,0,0,"other",1
"B259","1994-05",5,1994,5,1,1,0,0,"other",1
"B259","1994-06",6,1994,6,1,1,0,0,"other",1
"B259","1994-07",7,1994,7,3,2,0,0,"other",1
"B259","1994-08",8,1994,8,2,1,0,0,"other",1
"B259","1994-09",9,1994,9,2,1,0,0,"other",1
"B259","1994-10",10,1994,10,2,1,0,0,"other",1
"B259","1994-11",11,1994,11,0,1,0,0,"other",1
"B259","1994-12",12,1994,12,3,3,0,0,"other",1
"B259","1995-01",13,1995,1,3,0,0,0,"other",1
"B259","1995-02",14,1995,2,2,1,0,0,"other",1
"B259","1995-03",15,1995,3,1,0,0,0,"other",1
"B259","1995-04",16,1995,4,1,2,0,0,"other",1
"B259","1995-05",17,1995,5,3,0,0,0,"other",1
"B259","1995-06",18,1995,6,2,1,0,0,"other",1
"B260","1994-01",1,1994,1,3,1,0,0,"other",0
"B260","1994-02",2,1994,2,6,1,0,0,"other",0
"B260","1994-03",3,1994,3,1,2,0,0,"other",0
"B260","1994-04",4,1994,4,0,1,0,0,"other",0
"B260","1994-05",5,1994,5,4,0,0,0,"other",0
"B260","1994-06",6,1994,6,0,1,0,0,"other",0
"B260","1994-07",7,1994,7,1,3,0,0,"other",0
"B260","1994-08",8,1994,8,2,1,0,0,"other",0
"B260","1994-09",9,1994,9,4,0,0,0,"other",0
"B260","1994-10",10,1994,10,2,0,0,0,"other",0
"B260","1994-11",11,1994,11,1,1,0,0,"other",0
"B260","1994-12",12,1994,12,4,1,0,0,"other",0
"B260","1995-01",13,1995,1,5,3,0,0,"other",0
"B260","1995-02",14,1995,2,2,0,0,0,"other",0
"B260","1995-03",15,1995,3,3,2,0,0,"other",0
"B260","1995-04",16,1995,4,2,2,0,0,"other",0
"B260","1995-05",17,1995,5,2,2,0,0,"other",0
"B260","1995-06",18,1995,6,3,0,0,0,"other",0
"B261","1994-01",1,1994,1,4,3,0,0,"other",1
"B261","1994-02",2,1994,2,3,1,0,0,"other",1
"B261","1994-03",3,1994,3,3,1,0,0,"other",1
"B261","1994-04",4,1994,4,4,2,0,0,"other",1
"B261","1994-05",5,1994,5,5,2,0,0,"other",1
"B261","1994-06",6,1994,6,1,3,0,0,"other",1
"B261","1994-07",7,1994,7,0,3,0,0,"other",1
"B261","1994-08",8,1994,8,3,2,0,0,"other",1
"B261","1994-09",9,1994,9,5,3,0,0,"other",1
"B261","1994-10",10,1994,10,2,2,0,0,"other",1
"B261","1994-11",11,1994,11,2,3,0,0,"other",1
"B261","1994-12",12,1994,12,2,3,0,0,"other",1
"B261","1995-01",13,1995,1,2,3,0,0,"other",1
"B261","1995-02",14,1995,2,2,2,0,0,"other",1
"B261","1995-03",15,1995,3,3,3,0,0,"other",1
"B261","1995-04",16,1995,4,4,2,0,0,"other",1
"B261","1995-05",17,1995,5,1,3,0,0,"other",1
"B261","1995-06",18,1995,6,4,2,0,0,"other",1
"B262","1994-01",1,1994,1,0,3,0,0,"other",0
"B262","1994-02",2,1994,2,1,1,0,0,"other",0
"B262","1994-03",3,1994,3,2,2,0,0,"other",0
"B262","1994-04",4,1994,4,1,0,0,0,"other",0
"B262","1994-05",5,1994,5,5,2,0,0,"other",0
"B262","1994-06",6,1994,6,3,0,0,0,"other",0
"B262","1994-07",7,1994,7,2,0,0,0,"other",0
"B262","1994-08",8,1994,8,2,2,0,0,"other",0
"B262","1994-09",9,1994,9,3,2,0,0,"other",0
"B262","1994-10",10,1994,10,4,0,0,0,"other",0
"B262","1994-11",11,1994,11,3,1,0,0,"other",0
"B262","1994-12",12,1994,12,4,0,0,0,"other",0
"B262","1995-01",13,1995,1,8,0,0,0,"other",0
"B262","1995-02",14,1995,2,1,3,0,0,"other",0
"B262","1995-03",15,1995,3,5,1,0,0,"other",0
"B262","1995-04",16,1995,4,2,1,0,0,"other",0
"B262","1995-05",17,1995,5,0,2,0,0,"other",0
"B262","1995-06",18,1995,6,0,1,0,0,"other",0
"B263","1994-01",1,1994,1,3,0,0,0,"other",0
"B263","1994-02",2,1994,2,8,0,0,0,"other",0
"B263","1994-03",3,1994,3,6,3,0,0,"other",0
"B263","1994-04",4,1994,4,1,2,0,0,"other",0
"B263","1994-05",5,1994,5,4,2,0,0,"other",0
"B263","1994-06",6,1994,6,3,4,0,0,"other",0
"B263","1994-07",7,1994,7,3,3,0,0,"other",0
"B263","1994-08",8,1994,8,4,2,0,0,"other",0
"B263","1994-09",9,1994,9,1,1,0,0,"other",0
"B263","1994-10",10,1994,10,2,0,0,0,"other",0
"B263","1994-11",11,1994,11,4,2,0,0,"other",0
"B263","1994-12",12,1994,12,1,1,0,0,"other",0
"B263","1995-01",13,1995,1,2,3,0,0,"other",0
"B263","1995-02",14,1995,2,4,1,0,0,"other",0
"B263","1995-03",15,1995,3,8,2,0,0,"other",0
"B263","1995-04",16,1995,4,2,1,0,0,"other",0
"B263","1995-05",17,1995,5,2,2,0,0,"other",0
"B263","1995-06",18,1995,6,2,1,0,0,"other",0
"B264","1994-01",1,1994,1,0,3,0,0,"other",1
"B264","1994-02",2,1994,2,4,3,0,0,"other",1
"B264","1994-03",3,1994,3,4,2,0,0,"other",1
"B264","1994-04",4,1994,4,3,1,0,0,"other",1
"B264","1994-05",5,1994,5,2,1,0,0,"other",1
"B264","1994-06",6,1994,6,0,1,0,0,"other",1
"B264","1994-07",7,1994,7,6,2,0,0,"other",1
"B264","1994-08",8,1994,8,3,3,0,0,"other",1
"B264","1994-09",9,1994,9,3,0,0,0,"other",1
"B264","1994-10",10,1994,10,2,1,0,0,"other",1
"B264","1994-11",11,1994,11,1,1,0,0,"other",1
"B264","1994-12",12,1994,12,2,2,0,0,"other",1
"B264","1995-01",13,1995,1,4,2,0,0,"other",1
"B264","1995-02",14,1995,2,1,0,0,0,"other",1
"B264","1995-03",15,1995,3,4,1,0,0,"other",1
"B264","1995-04",16,1995,4,1,3,0,0,"other",1
"B264","1995-05",17,1995,5,3,2,0,0,"other",1
"B264","1995-06",18,1995,6,3,1,0,0,"other",1
"B265","1994-01",1,1994,1,3,0,0,0,"other",0
"B265","1994-02",2,1994,2,4,0,0,0,"other",0
"B265","1994-03",3,1994,3,2,0,0,0,"other",0
"B265","1994-04",4,1994,4,0,3,0,0,"other",0
"B265","1994-05",5,1994,5,4,1,0,0,"other",0
"B265","1994-06",6,1994,6,1,3,0,0,"other",0
"B265","1994-07",7,1994,7,2,0,0,0,"other",0
"B265","1994-08",8,1994,8,2,3,0,0,"other",0
"B265","1994-09",9,1994,9,2,1,0,0,"other",0
"B265","1994-10",10,1994,10,6,3,0,0,"other",0
"B265","1994-11",11,1994,11,1,1,0,0,"other",0
"B265","1994-12",12,1994,12,4,2,0,0,"other",0
"B265","1995-01",13,1995,1,3,1,0,0,"other",0
"B265","1995-02",14,1995,2,4,1,0,0,"other",0
"B265","1995-03",15,1995,3,0,0,0,0,"other",0
"B265","1995-04",16,1995,4,1,2,0,0,"other",0
"B265","1995-05",17,1995,5,1,1,0,0,"other",0
"B265","1995-06",18,1995,6,2,0,0,0,"other",0
"B266","1994-01",1,1994,1,0,3,0,0,"other",1
"B266","1994-02",2,1994,2,3,2,0,0,"other",1
"B266","1994-03",3,1994,3,2,1,0,0,"other",1
"B266","1994-04",4,1994,4,8,2,0,0,"other",1
"B266","1994-05",5,1994,5,4,0,0,0,"other",1
"B266","1994-06",6,1994,6,1,2,0,0,"other",1
"B266","1994-07",7,1994,7,3,1,0,0,"other",1
"B266","1994-08",8,1994,8,0,0,0,0,"other",1
"B266","1994-09",9,1994,9,3,1,0,0,"other",1
"B266","1994-10",10,1994,10,2,0,0,0,"other",1
"B266","1994-11",11,1994,11,1,4,0,0,"other",1
"B266","1994-12",12,1994,12,0,3,0,0,"other",1
"B266","1995-01",13,1995,1,2,2,0,0,"other",1
"B266","1995-02",14,1995,2,2,2,0,0,"other",1
"B266","1995-03",15,1995,3,5,1,0,0,"other",1
"B266","1995-04",16,1995,4,4,1,0,0,"other",1
"B266","1995-05",17,1995,5,4,4,0,0,"other",1
"B266","1995-06",18,1995,6,6,1,0,0,"other",1
"B267","1994-01",1,1994,1,4,1,0,0,"other",0
"B267","1994-02",2,1994,2,3,1,0,0,"other",0
"B267","1994-03",3,1994,3,3,1,0,0,"other",0
"B267","1994-04",4,1994,4,1,1,0,0,"other",0
"B267","1994-05",5,1994,5,1,3,0,0,"other",0
"B267","1994-06",6,1994,6,3,0,0,0,"other",0
"B267","1994-07",7,1994,7,0,3,0,0,"other",0
"B267","1994-08",8,1994,8,0,2,0,0,"other",0
"B267","1994-09",9,1994,9,3,3,0,0,"other",0
"B267","1994-10",10,1994,10,0,1,0,0,"other",0
"B267","1994-11",11,1994,11,2,0,0,0,"other",0
"B267","1994-12",12,1994,12,1,1,0,0,"other",0
"B267","1995-01",13,1995,1,3,2,0,0,"other",0
"B267","1995-02",14,1995,2,2,1,0,0,"other",0
"B267","1995-03",15,1995,3,6,1,0,0,"other",0
"B267","1995-04",16,1995,4,1,1,0,0,"other",0
"B267","1995-05",17,1995,5,5,2,0,0,"other",0
"B267","1995-06",18,1995,6,3,3,0,0,"other",0
"B268","1994-01",1,1994,1,2,2,0,0,"other",0
"B268","1994-02",2,1994,2,2,1,0,0,"other",0
"B268","1994-03",3,1994,3,2,3,0,0,"other",0
"B268","1994-04",4,1994,4,3,1,0,0,"other",0
"B268","1994-05",5,1994,5,1,2,0,0,"other",0
"B268","1994-06",6,1994,6,3,0,0,0,"other",0
"B268","1994-07",7,1994,7,2,0,0,0,"other",0
"B268","1994-08",8,1994,8,3,3,0,0,"other",0
"B268","1994-09",9,1994,9,3,1,0,0,"other",0
"B268","1994-10",10,1994,10,1,0,0,0,"other",0
"B268","1994-11",11,1994,11,2,1,0,0,"other",0
"B268","1994-12",12,1994,12,2,0,0,0,"other",0
"B268","1995-01",13,1995,1,2,2,0,0,"other",0
"B268","1995-02",14,1995,2,3,2,0,0,"other",0
"B268","1995-03",15,1995,3,2,0,0,0,"other",0
"B268","1995-04",16,1995,4,3,2,0,0,"other",0
"B268","1995-05",17,1995,5,2,2,0,0,"other",0
"B268","1995-06",18,1995,6,3,0,0,0,"other",0
"B269","1994-01",1,1994,1,0,0,0,0,"other",1
"B269","1994-02",2,1994,2,1,2,0,0,"other",1
"B269","1994-03",3,1994,3,5,0,0,0,"other",1
"B269","1994-04",4,1994,4,7,0,0,0,"other",1
"B269","1994-05",5,1994,5,2,2,0,0,"other",1
