"market_id","market_name","period","period_index","year","quarter","teen_birth_rate","mtv_rating_pre","unemployment_rate"
"DMA054","メディア市場54","2009 Q4",12,2009,4,41.533,9.95,6.25
"DMA054","メディア市場54","2010 Q1",13,2010,1,41.133,9.95,6.14
"DMA054","メディア市場54","2010 Q2",14,2010,2,40.869,9.95,6.45
"DMA054","メディア市場54","2010 Q3",15,2010,3,40.263,9.95,6.36
"DMA054","メディア市場54","2010 Q4",16,2010,4,39.763,9.95,6.23
"DMA054","メディア市場54","2011 Q1",17,2011,1,39.988,9.95,7.03
"DMA054","メディア市場54","2011 Q2",18,2011,2,40.752,9.95,6.81
"DMA054","メディア市場54","2011 Q3",19,2011,3,39.496,9.95,7.05
"DMA054","メディア市場54","2011 Q4",20,2011,4,38.974,9.95,6.8
"DMA055","メディア市場55","2007 Q1",1,2007,1,44.073,20.75,6.96
"DMA055","メディア市場55","2007 Q2",2,2007,2,43.38,20.75,6.66
"DMA055","メディア市場55","2007 Q3",3,2007,3,41.681,20.75,6.68
"DMA055","メディア市場55","2007 Q4",4,2007,4,42.86,20.75,6.29
"DMA055","メディア市場55","2008 Q1",5,2008,1,40.262,20.75,6.06
"DMA055","メディア市場55","2008 Q2",6,2008,2,42.688,20.75,7.19
"DMA055","メディア市場55","2008 Q3",7,2008,3,41.778,20.75,6.9
"DMA055","メディア市場55","2008 Q4",8,2008,4,41.336,20.75,6.78
"DMA055","メディア市場55","2009 Q1",9,2009,1,41.376,20.75,6.6
"DMA055","メディア市場55","2009 Q2",10,2009,2,40.285,20.75,6.37
"DMA055","メディア市場55","2009 Q3",11,2009,3,40.647,20.75,6.6
"DMA055","メディア市場55","2009 Q4",12,2009,4,40.792,20.75,7.51
"DMA055","メディア市場55","2010 Q1",13,2010,1,40.14,20.75,6.62
"DMA055","メディア市場55","2010 Q2",14,2010,2,38.661,20.75,7.5
"DMA055","メディア市場55","2010 Q3",15,2010,3,37.83,20.75,7.02
"DMA055","メディア市場55","2010 Q4",16,2010,4,38.305,20.75,7.05
"DMA055","メディア市場55","2011 Q1",17,2011,1,40.671,20.75,7.09
"DMA055","メディア市場55","2011 Q2",18,2011,2,36.839,20.75,7.28
"DMA055","メディア市場55","2011 Q3",19,2011,3,37.878,20.75,7.39
"DMA055","メディア市場55","2011 Q4",20,2011,4,38.444,20.75,6.97
"DMA056","メディア市場56","2007 Q1",1,2007,1,43.425,20.06,6.35
"DMA056","メディア市場56","2007 Q2",2,2007,2,42.838,20.06,6.39
"DMA056","メディア市場56","2007 Q3",3,2007,3,42.433,20.06,6.77
"DMA056","メディア市場56","2007 Q4",4,2007,4,42.655,20.06,6
"DMA056","メディア市場56","2008 Q1",5,2008,1,41.989,20.06,7.08
"DMA056","メディア市場56","2008 Q2",6,2008,2,42.196,20.06,6.11
"DMA056","メディア市場56","2008 Q3",7,2008,3,41.962,20.06,6.9
"DMA056","メディア市場56","2008 Q4",8,2008,4,41.206,20.06,7.03
"DMA056","メディア市場56","2009 Q1",9,2009,1,41.145,20.06,6.81
"DMA056","メディア市場56","2009 Q2",10,2009,2,40.091,20.06,6.7
"DMA056","メディア市場56","2009 Q3",11,2009,3,40.843,20.06,6.81
"DMA056","メディア市場56","2009 Q4",12,2009,4,40.963,20.06,7.67
"DMA056","メディア市場56","2010 Q1",13,2010,1,39.31,20.06,7.24
"DMA056","メディア市場56","2010 Q2",14,2010,2,39.221,20.06,7.1
"DMA056","メディア市場56","2010 Q3",15,2010,3,40.401,20.06,7.01
"DMA056","メディア市場56","2010 Q4",16,2010,4,39.793,20.06,7.37
"DMA056","メディア市場56","2011 Q1",17,2011,1,39.823,20.06,7.3
"DMA056","メディア市場56","2011 Q2",18,2011,2,37.825,20.06,8.3
"DMA056","メディア市場56","2011 Q3",19,2011,3,36.75,20.06,7.22
"DMA056","メディア市場56","2011 Q4",20,2011,4,36.66,20.06,6.87
"DMA057","メディア市場57","2007 Q1",1,2007,1,46.918,16.32,6.09
"DMA057","メディア市場57","2007 Q2",2,2007,2,46.53,16.32,6.29
"DMA057","メディア市場57","2007 Q3",3,2007,3,46.49,16.32,5.94
"DMA057","メディア市場57","2007 Q4",4,2007,4,46.989,16.32,5.36
"DMA057","メディア市場57","2008 Q1",5,2008,1,45.954,16.32,5.47
"DMA057","メディア市場57","2008 Q2",6,2008,2,47.438,16.32,6.16
"DMA057","メディア市場57","2008 Q3",7,2008,3,45.155,16.32,6.9
"DMA057","メディア市場57","2008 Q4",8,2008,4,47.372,16.32,6.96
"DMA057","メディア市場57","2009 Q1",9,2009,1,46.201,16.32,6.89
"DMA057","メディア市場57","2009 Q2",10,2009,2,45.602,16.32,6.62
"DMA057","メディア市場57","2009 Q3",11,2009,3,44.75,16.32,6.79
"DMA057","メディア市場57","2009 Q4",12,2009,4,43.556,16.32,6.68
"DMA057","メディア市場57","2010 Q1",13,2010,1,45.698,16.32,7.36
"DMA057","メディア市場57","2010 Q2",14,2010,2,43.629,16.32,6.91
"DMA057","メディア市場57","2010 Q3",15,2010,3,44.434,16.32,6.63
"DMA057","メディア市場57","2010 Q4",16,2010,4,42.637,16.32,7.23
"DMA057","メディア市場57","2011 Q1",17,2011,1,44.231,16.32,7.66
"DMA057","メディア市場57","2011 Q2",18,2011,2,43.858,16.32,6.44
"DMA057","メディア市場57","2011 Q3",19,2011,3,43.177,16.32,7.97
"DMA057","メディア市場57","2011 Q4",20,2011,4,42.591,16.32,7.81
"DMA058","メディア市場58","2007 Q1",1,2007,1,47.878,21.42,6.48
"DMA058","メディア市場58","2007 Q2",2,2007,2,45.473,21.42,6.53
"DMA058","メディア市場58","2007 Q3",3,2007,3,46.929,21.42,6.89
"DMA058","メディア市場58","2007 Q4",4,2007,4,45.115,21.42,6.41
"DMA058","メディア市場58","2008 Q1",5,2008,1,47.178,21.42,6.22
"DMA058","メディア市場58","2008 Q2",6,2008,2,47.236,21.42,6.87
"DMA058","メディア市場58","2008 Q3",7,2008,3,45.092,21.42,6.4
"DMA058","メディア市場58","2008 Q4",8,2008,4,45.592,21.42,5.97
"DMA058","メディア市場58","2009 Q1",9,2009,1,46.437,21.42,7.34
"DMA058","メディア市場58","2009 Q2",10,2009,2,43.392,21.42,7.02
"DMA058","メディア市場58","2009 Q3",11,2009,3,43.984,21.42,7.17
"DMA058","メディア市場58","2009 Q4",12,2009,4,43.498,21.42,7.09
"DMA058","メディア市場58","2010 Q1",13,2010,1,44.32,21.42,6.84
"DMA058","メディア市場58","2010 Q2",14,2010,2,43.603,21.42,6.87
"DMA058","メディア市場58","2010 Q3",15,2010,3,41.465,21.42,6.79
"DMA058","メディア市場58","2010 Q4",16,2010,4,41.899,21.42,7
"DMA058","メディア市場58","2011 Q1",17,2011,1,43.308,21.42,7.92
"DMA058","メディア市場58","2011 Q2",18,2011,2,43.705,21.42,6.52
"DMA058","メディア市場58","2011 Q3",19,2011,3,41.391,21.42,7.19
"DMA058","メディア市場58","2011 Q4",20,2011,4,41.539,21.42,7.68
"DMA059","メディア市場59","2007 Q1",1,2007,1,41.246,10.32,5.54
"DMA059","メディア市場59","2007 Q2",2,2007,2,42.527,10.32,5.74
"DMA059","メディア市場59","2007 Q3",3,2007,3,39.223,10.32,5.54
"DMA059","メディア市場59","2007 Q4",4,2007,4,41.031,10.32,6.25
"DMA059","メディア市場59","2008 Q1",5,2008,1,40.289,10.32,6.2
"DMA059","メディア市場59","2008 Q2",6,2008,2,39.347,10.32,5.24
"DMA059","メディア市場59","2008 Q3",7,2008,3,39.939,10.32,6.09
"DMA059","メディア市場59","2008 Q4",8,2008,4,39.109,10.32,6.06
"DMA059","メディア市場59","2009 Q1",9,2009,1,41.221,10.32,6.22
"DMA059","メディア市場59","2009 Q2",10,2009,2,38.872,10.32,6.45
"DMA059","メディア市場59","2009 Q3",11,2009,3,39.69,10.32,6.17
"DMA059","メディア市場59","2009 Q4",12,2009,4,40.336,10.32,6.85
"DMA059","メディア市場59","2010 Q1",13,2010,1,39.366,10.32,5.86
"DMA059","メディア市場59","2010 Q2",14,2010,2,39.049,10.32,6.32
"DMA059","メディア市場59","2010 Q3",15,2010,3,37.819,10.32,6.49
"DMA059","メディア市場59","2010 Q4",16,2010,4,39.186,10.32,6.4
"DMA059","メディア市場59","2011 Q1",17,2011,1,36.588,10.32,6.81
"DMA059","メディア市場59","2011 Q2",18,2011,2,39.165,10.32,6.83
"DMA059","メディア市場59","2011 Q3",19,2011,3,38.955,10.32,6.87
"DMA059","メディア市場59","2011 Q4",20,2011,4,39.008,10.32,6.67
"DMA060","メディア市場60","2007 Q1",1,2007,1,38.287,5.37,5.26
"DMA060","メディア市場60","2007 Q2",2,2007,2,38.736,5.37,6.21
"DMA060","メディア市場60","2007 Q3",3,2007,3,39.193,5.37,6.12
"DMA060","メディア市場60","2007 Q4",4,2007,4,39.284,5.37,6.22
"DMA060","メディア市場60","2008 Q1",5,2008,1,37.131,5.37,5.63
"DMA060","メディア市場60","2008 Q2",6,2008,2,38.31,5.37,6.02
"DMA060","メディア市場60","2008 Q3",7,2008,3,36.329,5.37,6.48
"DMA060","メディア市場60","2008 Q4",8,2008,4,36.374,5.37,6.85
"DMA060","メディア市場60","2009 Q1",9,2009,1,36.245,5.37,6.07
"DMA060","メディア市場60","2009 Q2",10,2009,2,36.759,5.37,6.51
"DMA060","メディア市場60","2009 Q3",11,2009,3,36.92,5.37,6.46
"DMA060","メディア市場60","2009 Q4",12,2009,4,37.321,5.37,7.03
"DMA060","メディア市場60","2010 Q1",13,2010,1,36.519,5.37,6.11
"DMA060","メディア市場60","2010 Q2",14,2010,2,35.458,5.37,7.08
"DMA060","メディア市場60","2010 Q3",15,2010,3,35.742,5.37,6.62
"DMA060","メディア市場60","2010 Q4",16,2010,4,37.555,5.37,6.97
"DMA060","メディア市場60","2011 Q1",17,2011,1,37.187,5.37,7.31
"DMA060","メディア市場60","2011 Q2",18,2011,2,37.014,5.37,6.84
"DMA060","メディア市場60","2011 Q3",19,2011,3,36.907,5.37,6.48
"DMA060","メディア市場60","2011 Q4",20,2011,4,37.3,5.37,7.16
"DMA061","メディア市場61","2007 Q1",1,2007,1,42.943,9.04,5.54
"DMA061","メディア市場61","2007 Q2",2,2007,2,42.802,9.04,6.3
"DMA061","メディア市場61","2007 Q3",3,2007,3,41.151,9.04,5.92
"DMA061","メディア市場61","2007 Q4",4,2007,4,41.464,9.04,5.77
"DMA061","メディア市場61","2008 Q1",5,2008,1,41.754,9.04,6.38
"DMA061","メディア市場61","2008 Q2",6,2008,2,40.405,9.04,5.66
"DMA061","メディア市場61","2008 Q3",7,2008,3,41.244,9.04,5.23
"DMA061","メディア市場61","2008 Q4",8,2008,4,41.366,9.04,6.06
"DMA061","メディア市場61","2009 Q1",9,2009,1,40.988,9.04,5.59
"DMA061","メディア市場61","2009 Q2",10,2009,2,41.433,9.04,6.31
"DMA061","メディア市場61","2009 Q3",11,2009,3,40.837,9.04,6.33
"DMA061","メディア市場61","2009 Q4",12,2009,4,39.949,9.04,6.47
"DMA061","メディア市場61","2010 Q1",13,2010,1,40.347,9.04,6.19
"DMA061","メディア市場61","2010 Q2",14,2010,2,40.996,9.04,6.54
"DMA061","メディア市場61","2010 Q3",15,2010,3,39.514,9.04,6.5
"DMA061","メディア市場61","2010 Q4",16,2010,4,40.008,9.04,6.21
"DMA061","メディア市場61","2011 Q1",17,2011,1,41.639,9.04,6.85
"DMA061","メディア市場61","2011 Q2",18,2011,2,40.494,9.04,7.24
"DMA061","メディア市場61","2011 Q3",19,2011,3,39.838,9.04,7.04
"DMA061","メディア市場61","2011 Q4",20,2011,4,39.535,9.04,7.03
"DMA062","メディア市場62","2007 Q1",1,2007,1,44.107,15.5,6.1
"DMA062","メディア市場62","2007 Q2",2,2007,2,43.886,15.5,6.94
"DMA062","メディア市場62","2007 Q3",3,2007,3,43.931,15.5,6.74
"DMA062","メディア市場62","2007 Q4",4,2007,4,44.159,15.5,6.37
"DMA062","メディア市場62","2008 Q1",5,2008,1,44.642,15.5,6.38
"DMA062","メディア市場62","2008 Q2",6,2008,2,44.815,15.5,6.46
"DMA062","メディア市場62","2008 Q3",7,2008,3,44.144,15.5,6.11
"DMA062","メディア市場62","2008 Q4",8,2008,4,43.234,15.5,6.79
"DMA062","メディア市場62","2009 Q1",9,2009,1,44.508,15.5,6.8
"DMA062","メディア市場62","2009 Q2",10,2009,2,43.383,15.5,6.84
"DMA062","メディア市場62","2009 Q3",11,2009,3,44.107,15.5,6.68
"DMA062","メディア市場62","2009 Q4",12,2009,4,43.353,15.5,7.01
"DMA062","メディア市場62","2010 Q1",13,2010,1,42.77,15.5,6.67
"DMA062","メディア市場62","2010 Q2",14,2010,2,43.771,15.5,6.86
"DMA062","メディア市場62","2010 Q3",15,2010,3,42.811,15.5,7
"DMA062","メディア市場62","2010 Q4",16,2010,4,41.181,15.5,7.68
"DMA062","メディア市場62","2011 Q1",17,2011,1,40.647,15.5,7.15
"DMA062","メディア市場62","2011 Q2",18,2011,2,40.598,15.5,7.35
"DMA062","メディア市場62","2011 Q3",19,2011,3,40.323,15.5,7.83
"DMA062","メディア市場62","2011 Q4",20,2011,4,40.3,15.5,7
"DMA063","メディア市場63","2007 Q1",1,2007,1,42.454,19.01,6.43
"DMA063","メディア市場63","2007 Q2",2,2007,2,40.033,19.01,6.12
"DMA063","メディア市場63","2007 Q3",3,2007,3,41.51,19.01,6.26
"DMA063","メディア市場63","2007 Q4",4,2007,4,41.571,19.01,6.25
"DMA063","メディア市場63","2008 Q1",5,2008,1,41.028,19.01,6.44
"DMA063","メディア市場63","2008 Q2",6,2008,2,39.399,19.01,6.18
"DMA063","メディア市場63","2008 Q3",7,2008,3,40.602,19.01,6.29
"DMA063","メディア市場63","2008 Q4",8,2008,4,40.023,19.01,6.43
"DMA063","メディア市場63","2009 Q1",9,2009,1,39.502,19.01,6.28
"DMA063","メディア市場63","2009 Q2",10,2009,2,39.347,19.01,6.22
"DMA063","メディア市場63","2009 Q3",11,2009,3,39.338,19.01,7.04
"DMA063","メディア市場63","2009 Q4",12,2009,4,39.068,19.01,6.94
"DMA063","メディア市場63","2010 Q1",13,2010,1,38.712,19.01,6.64
"DMA063","メディア市場63","2010 Q2",14,2010,2,36.838,19.01,7.3
"DMA063","メディア市場63","2010 Q3",15,2010,3,37.455,19.01,6.95
"DMA063","メディア市場63","2010 Q4",16,2010,4,38.181,19.01,6.68
"DMA063","メディア市場63","2011 Q1",17,2011,1,37.083,19.01,7.15
"DMA063","メディア市場63","2011 Q2",18,2011,2,37.5,19.01,7.12
"DMA063","メディア市場63","2011 Q3",19,2011,3,37.242,19.01,7.43
"DMA063","メディア市場63","2011 Q4",20,2011,4,38.39,19.01,7.4
"DMA064","メディア市場64","2007 Q1",1,2007,1,42.215,19.8,6.52
"DMA064","メディア市場64","2007 Q2",2,2007,2,42.653,19.8,7.05
"DMA064","メディア市場64","2007 Q3",3,2007,3,40.244,19.8,6.2
"DMA064","メディア市場64","2007 Q4",4,2007,4,41.436,19.8,6.25
"DMA064","メディア市場64","2008 Q1",5,2008,1,41.351,19.8,6.84
"DMA064","メディア市場64","2008 Q2",6,2008,2,40.544,19.8,6.47
"DMA064","メディア市場64","2008 Q3",7,2008,3,39.058,19.8,6.15
"DMA064","メディア市場64","2008 Q4",8,2008,4,39.951,19.8,6.69
"DMA064","メディア市場64","2009 Q1",9,2009,1,40.352,19.8,6.55
"DMA064","メディア市場64","2009 Q2",10,2009,2,41.382,19.8,6.41
"DMA064","メディア市場64","2009 Q3",11,2009,3,37.447,19.8,7.1
"DMA064","メディア市場64","2009 Q4",12,2009,4,38.917,19.8,6.45
"DMA064","メディア市場64","2010 Q1",13,2010,1,40.021,19.8,6.69
"DMA064","メディア市場64","2010 Q2",14,2010,2,37.252,19.8,7.01
"DMA064","メディア市場64","2010 Q3",15,2010,3,37.755,19.8,7.44
"DMA064","メディア市場64","2010 Q4",16,2010,4,36.671,19.8,6.81
"DMA064","メディア市場64","2011 Q1",17,2011,1,36.804,19.8,6.58
"DMA064","メディア市場64","2011 Q2",18,2011,2,36.935,19.8,7.3
"DMA064","メディア市場64","2011 Q3",19,2011,3,36.27,19.8,7.45
"DMA064","メディア市場64","2011 Q4",20,2011,4,34.73,19.8,7.42
"DMA065","メディア市場65","2007 Q1",1,2007,1,41.945,10.02,6.48
"DMA065","メディア市場65","2007 Q2",2,2007,2,42.614,10.02,5.49
"DMA065","メディア市場65","2007 Q3",3,2007,3,39.033,10.02,5.91
"DMA065","メディア市場65","2007 Q4",4,2007,4,41.132,10.02,5.64
"DMA065","メディア市場65","2008 Q1",5,2008,1,43.595,10.02,6.12
"DMA065","メディア市場65","2008 Q2",6,2008,2,40.069,10.02,6.23
"DMA065","メディア市場65","2008 Q3",7,2008,3,41.481,10.02,6.33
"DMA065","メディア市場65","2008 Q4",8,2008,4,40.015,10.02,5.76
"DMA065","メディア市場65","2009 Q1",9,2009,1,41.297,10.02,6.71
"DMA065","メディア市場65","2009 Q2",10,2009,2,41.336,10.02,6.35
"DMA065","メディア市場65","2009 Q3",11,2009,3,38.89,10.02,6.68
"DMA065","メディア市場65","2009 Q4",12,2009,4,39.417,10.02,6.42
"DMA065","メディア市場65","2010 Q1",13,2010,1,40.052,10.02,6.45
"DMA065","メディア市場65","2010 Q2",14,2010,2,40.221,10.02,7.02
"DMA065","メディア市場65","2010 Q3",15,2010,3,41.899,10.02,6.37
"DMA065","メディア市場65","2010 Q4",16,2010,4,41.257,10.02,6.03
"DMA065","メディア市場65","2011 Q1",17,2011,1,40.405,10.02,6.95
"DMA065","メディア市場65","2011 Q2",18,2011,2,40.75,10.02,6.54
"DMA065","メディア市場65","2011 Q3",19,2011,3,39.185,10.02,7
"DMA065","メディア市場65","2011 Q4",20,2011,4,40.402,10.02,6.57
"DMA066","メディア市場66","2007 Q1",1,2007,1,43.232,21.41,5.98
"DMA066","メディア市場66","2007 Q2",2,2007,2,45.094,21.41,6.03
"DMA066","メディア市場66","2007 Q3",3,2007,3,43.414,21.41,6.07
"DMA066","メディア市場66","2007 Q4",4,2007,4,45.619,21.41,6.56
"DMA066","メディア市場66","2008 Q1",5,2008,1,41.804,21.41,6.61
"DMA066","メディア市場66","2008 Q2",6,2008,2,40.087,21.41,7.39
"DMA066","メディア市場66","2008 Q3",7,2008,3,42.552,21.41,6.69
"DMA066","メディア市場66","2008 Q4",8,2008,4,42.182,21.41,7.39
"DMA066","メディア市場66","2009 Q1",9,2009,1,43.597,21.41,6.45
"DMA066","メディア市場66","2009 Q2",10,2009,2,41.608,21.41,6.79
"DMA066","メディア市場66","2009 Q3",11,2009,3,41.836,21.41,6.43
"DMA066","メディア市場66","2009 Q4",12,2009,4,42.206,21.41,6.7
"DMA066","メディア市場66","2010 Q1",13,2010,1,40.161,21.41,6.8
"DMA066","メディア市場66","2010 Q2",14,2010,2,41.255,21.41,6.7
"DMA066","メディア市場66","2010 Q3",15,2010,3,39.689,21.41,7.71
"DMA066","メディア市場66","2010 Q4",16,2010,4,40.404,21.41,7.02
"DMA066","メディア市場66","2011 Q1",17,2011,1,39.323,21.41,6.73
"DMA066","メディア市場66","2011 Q2",18,2011,2,40.605,21.41,7.53
"DMA066","メディア市場66","2011 Q3",19,2011,3,38.988,21.41,6.73
"DMA066","メディア市場66","2011 Q4",20,2011,4,39.746,21.41,7.56
"DMA067","メディア市場67","2007 Q1",1,2007,1,42.064,13.78,5.76
"DMA067","メディア市場67","2007 Q2",2,2007,2,41.154,13.78,6.14
"DMA067","メディア市場67","2007 Q3",3,2007,3,40.276,13.78,6.44
"DMA067","メディア市場67","2007 Q4",4,2007,4,41.938,13.78,6.17
"DMA067","メディア市場67","2008 Q1",5,2008,1,41.239,13.78,6.62
"DMA067","メディア市場67","2008 Q2",6,2008,2,40.802,13.78,6.51
"DMA067","メディア市場67","2008 Q3",7,2008,3,40.502,13.78,6.38
"DMA067","メディア市場67","2008 Q4",8,2008,4,40.59,13.78,7.3
"DMA067","メディア市場67","2009 Q1",9,2009,1,40.347,13.78,6.08
"DMA067","メディア市場67","2009 Q2",10,2009,2,39.718,13.78,6.24
"DMA067","メディア市場67","2009 Q3",11,2009,3,38.276,13.78,6.59
"DMA067","メディア市場67","2009 Q4",12,2009,4,37.811,13.78,6.77
"DMA067","メディア市場67","2010 Q1",13,2010,1,39.183,13.78,7.27
"DMA067","メディア市場67","2010 Q2",14,2010,2,39.063,13.78,7.53
"DMA067","メディア市場67","2010 Q3",15,2010,3,38.386,13.78,6.81
"DMA067","メディア市場67","2010 Q4",16,2010,4,39.229,13.78,6.64
"DMA067","メディア市場67","2011 Q1",17,2011,1,39.322,13.78,7.16
"DMA067","メディア市場67","2011 Q2",18,2011,2,39.225,13.78,6.94
"DMA067","メディア市場67","2011 Q3",19,2011,3,37.888,13.78,7.29
"DMA067","メディア市場67","2011 Q4",20,2011,4,39.354,13.78,7.59
"DMA068","メディア市場68","2007 Q1",1,2007,1,46.282,22.37,6.43
"DMA068","メディア市場68","2007 Q2",2,2007,2,48.129,22.37,6.54
"DMA068","メディア市場68","2007 Q3",3,2007,3,47.956,22.37,6.31
"DMA068","メディア市場68","2007 Q4",4,2007,4,48.274,22.37,6.02
"DMA068","メディア市場68","2008 Q1",5,2008,1,47.711,22.37,6.68
"DMA068","メディア市場68","2008 Q2",6,2008,2,46.071,22.37,6.81
"DMA068","メディア市場68","2008 Q3",7,2008,3,46.579,22.37,6.79
"DMA068","メディア市場68","2008 Q4",8,2008,4,45.903,22.37,5.95
"DMA068","メディア市場68","2009 Q1",9,2009,1,46.585,22.37,6.53
"DMA068","メディア市場68","2009 Q2",10,2009,2,45.461,22.37,6.63
"DMA068","メディア市場68","2009 Q3",11,2009,3,44.674,22.37,7.05
"DMA068","メディア市場68","2009 Q4",12,2009,4,46.397,22.37,6.98
"DMA068","メディア市場68","2010 Q1",13,2010,1,44.452,22.37,6.99
"DMA068","メディア市場68","2010 Q2",14,2010,2,42.444,22.37,6.98
"DMA068","メディア市場68","2010 Q3",15,2010,3,41.902,22.37,6.94
"DMA068","メディア市場68","2010 Q4",16,2010,4,43.664,22.37,8.33
"DMA068","メディア市場68","2011 Q1",17,2011,1,44.335,22.37,7.37
"DMA068","メディア市場68","2011 Q2",18,2011,2,43.878,22.37,7.32
"DMA068","メディア市場68","2011 Q3",19,2011,3,42.346,22.37,6.85
"DMA068","メディア市場68","2011 Q4",20,2011,4,41.808,22.37,7.74
"DMA069","メディア市場69","2007 Q1",1,2007,1,43.055,21.82,6.19
"DMA069","メディア市場69","2007 Q2",2,2007,2,42.73,21.82,6.18
"DMA069","メディア市場69","2007 Q3",3,2007,3,41.819,21.82,6.87
"DMA069","メディア市場69","2007 Q4",4,2007,4,42.088,21.82,6.75
"DMA069","メディア市場69","2008 Q1",5,2008,1,41.138,21.82,7.02
"DMA069","メディア市場69","2008 Q2",6,2008,2,42.838,21.82,6.88
"DMA069","メディア市場69","2008 Q3",7,2008,3,40.1,21.82,6.57
"DMA069","メディア市場69","2008 Q4",8,2008,4,40.496,21.82,6.22
"DMA069","メディア市場69","2009 Q1",9,2009,1,42.101,21.82,6.57
"DMA069","メディア市場69","2009 Q2",10,2009,2,39.222,21.82,6.1
"DMA069","メディア市場69","2009 Q3",11,2009,3,40.596,21.82,7.07
"DMA069","メディア市場69","2009 Q4",12,2009,4,39.438,21.82,6.76
"DMA069","メディア市場69","2010 Q1",13,2010,1,39.858,21.82,6.69
"DMA069","メディア市場69","2010 Q2",14,2010,2,39.474,21.82,7.08
"DMA069","メディア市場69","2010 Q3",15,2010,3,37.847,21.82,6.9
"DMA069","メディア市場69","2010 Q4",16,2010,4,37.625,21.82,7.46
"DMA069","メディア市場69","2011 Q1",17,2011,1,36.86,21.82,6.64
"DMA069","メディア市場69","2011 Q2",18,2011,2,36.023,21.82,7
"DMA069","メディア市場69","2011 Q3",19,2011,3,37.048,21.82,7.37
"DMA069","メディア市場69","2011 Q4",20,2011,4,35.1,21.82,6.59
"DMA070","メディア市場70","2007 Q1",1,2007,1,42.648,7.69,5.83
"DMA070","メディア市場70","2007 Q2",2,2007,2,40.81,7.69,5.68
"DMA070","メディア市場70","2007 Q3",3,2007,3,40.23,7.69,6.3
"DMA070","メディア市場70","2007 Q4",4,2007,4,43.527,7.69,6.06
"DMA070","メディア市場70","2008 Q1",5,2008,1,42.177,7.69,5.44
"DMA070","メディア市場70","2008 Q2",6,2008,2,41.536,7.69,6.19
"DMA070","メディア市場70","2008 Q3",7,2008,3,39.614,7.69,6.7
"DMA070","メディア市場70","2008 Q4",8,2008,4,41.478,7.69,6.43
"DMA070","メディア市場70","2009 Q1",9,2009,1,40.952,7.69,6.24
"DMA070","メディア市場70","2009 Q2",10,2009,2,38.632,7.69,6.15
"DMA070","メディア市場70","2009 Q3",11,2009,3,41.602,7.69,6.14
"DMA070","メディア市場70","2009 Q4",12,2009,4,42.318,7.69,6.95
"DMA070","メディア市場70","2010 Q1",13,2010,1,40.202,7.69,5.9
"DMA070","メディア市場70","2010 Q2",14,2010,2,39.44,7.69,7.61
"DMA070","メディア市場70","2010 Q3",15,2010,3,41.199,7.69,7.13
"DMA070","メディア市場70","2010 Q4",16,2010,4,40.771,7.69,7.15
"DMA070","メディア市場70","2011 Q1",17,2011,1,40.28,7.69,6.75
"DMA070","メディア市場70","2011 Q2",18,2011,2,39.561,7.69,6.98
"DMA070","メディア市場70","2011 Q3",19,2011,3,41.166,7.69,7.21
"DMA070","メディア市場70","2011 Q4",20,2011,4,40.531,7.69,7.29
"DMA071","メディア市場71","2007 Q1",1,2007,1,38.823,10.52,6.5
"DMA071","メディア市場71","2007 Q2",2,2007,2,38.569,10.52,5.17
"DMA071","メディア市場71","2007 Q3",3,2007,3,38.865,10.52,6.2
"DMA071","メディア市場71","2007 Q4",4,2007,4,38.976,10.52,6.06
"DMA071","メディア市場71","2008 Q1",5,2008,1,38.904,10.52,6.28
"DMA071","メディア市場71","2008 Q2",6,2008,2,38.695,10.52,6.29
"DMA071","メディア市場71","2008 Q3",7,2008,3,38.626,10.52,5.81
"DMA071","メディア市場71","2008 Q4",8,2008,4,38.081,10.52,5.76
"DMA071","メディア市場71","2009 Q1",9,2009,1,37.259,10.52,6.28
"DMA071","メディア市場71","2009 Q2",10,2009,2,37.648,10.52,6.77
"DMA071","メディア市場71","2009 Q3",11,2009,3,37.047,10.52,6.46
"DMA071","メディア市場71","2009 Q4",12,2009,4,38.989,10.52,6.38
"DMA071","メディア市場71","2010 Q1",13,2010,1,37.237,10.52,6.89
"DMA071","メディア市場71","2010 Q2",14,2010,2,36.827,10.52,6.92
"DMA071","メディア市場71","2010 Q3",15,2010,3,37.484,10.52,6.29
"DMA071","メディア市場71","2010 Q4",16,2010,4,36.77,10.52,6.21
"DMA071","メディア市場71","2011 Q1",17,2011,1,38.784,10.52,6.63
"DMA071","メディア市場71","2011 Q2",18,2011,2,37.395,10.52,6.51
"DMA071","メディア市場71","2011 Q3",19,2011,3,36.004,10.52,6.34
"DMA071","メディア市場71","2011 Q4",20,2011,4,35.419,10.52,6.26
"DMA072","メディア市場72","2007 Q1",1,2007,1,43.449,9.6,6.15
"DMA072","メディア市場72","2007 Q2",2,2007,2,43.613,9.6,6.29
"DMA072","メディア市場72","2007 Q3",3,2007,3,42.363,9.6,5.92
"DMA072","メディア市場72","2007 Q4",4,2007,4,41.939,9.6,5.82
"DMA072","メディア市場72","2008 Q1",5,2008,1,42.459,9.6,5.9
"DMA072","メディア市場72","2008 Q2",6,2008,2,42.944,9.6,6.36
"DMA072","メディア市場72","2008 Q3",7,2008,3,43.002,9.6,6.5
"DMA072","メディア市場72","2008 Q4",8,2008,4,41.67,9.6,6.69
"DMA072","メディア市場72","2009 Q1",9,2009,1,41.254,9.6,6.25
